Arkansas,Phillips,Renewable Biomass,2,"$144,841.33"
Arkansas,Pike,Energy Efficiency,13,"$140,697.50"
Arkansas,Pike,Renewable Biomass,5,"$132,959.00"
Arkansas,Poinsett,Energy Efficiency,60,"$115,824.73"
Arkansas,Poinsett,Renewable Biomass,18,"$244,916.00"
Arkansas,Polk,Energy Efficiency,13,"$263,614.61"
Arkansas,Polk,Renewable Biomass,11,"$386,181.00"
Arkansas,Pope,Energy Efficiency,38,"$600,573.52"
Arkansas,Prairie,Energy Efficiency,107,"$241,546.71"
Arkansas,Pulaski,Energy Efficiency,6,"$218,497.61"
Arkansas,Pulaski,Renewable Biomass,1,"$10,500,000.00"
Arkansas,Pulaski,Solar,2,"$83,143.00"
Arkansas,Randolph,Energy Efficiency,13,"$159,632.14"
Arkansas,Randolph,Renewable Biomass,7,"$193,254.00"
Arkansas,Scott,Energy Efficiency,12,"$172,084.63"
Arkansas,Searcy,Energy Efficiency,2,"$67,659.04"
Arkansas,Searcy,Renewable Biomass,2,"$28,692.00"
Arkansas,Sebastian,Energy Efficiency,18,"$356,884.90"
Arkansas,Sebastian,Renewable Biomass,1,"$26,234.00"
Arkansas,Sevier,Energy Efficiency,17,"$284,150.30"
Arkansas,Sharp,Energy Efficiency,9,"$214,082.06"
Arkansas,St. Francis,Energy Efficiency,67,"$92,458.38"
Arkansas,Stone,Energy Efficiency,7,"$113,797.54"
Arkansas,Stone,Renewable Biomass,8,"$58,324.62"
Arkansas,Union,Energy Efficiency,6,"$81,279.52"
Arkansas,Union,Renewable Biomass,7,"$314,827.00"
Arkansas,Van Buren,Energy Efficiency,1,"$2,495.95"
Arkansas,Washington,Energy Efficiency,42,"$1,064,883.19"
Arkansas,Washington,Renewable Biomass,2,"$938,104.00"
Arkansas,Washington,Solar,1,"$8,717.00"
Arkansas,White,Energy Efficiency,9,"$70,221.14"
Arkansas,Woodruff,Energy Efficiency,31,"$203,621.44"
Arkansas,Yell,Energy Efficiency,43,"$1,015,250.30"
Arkansas,Yell,Renewable Biomass,2,"$378,628.00"
California,Alameda,Energy Efficiency,2,"$1,150.00"
California,Alameda,Renewable Biomass,23,"$4,523,770.08"
California,Alpine,Renewable Biomass,1,"$2,250.00"
California,Amador,Energy Efficiency,4,"$5,778.10"
California,Amador,Solar,2,"$46,111.00"
California,Butte,Energy Efficiency,123,"$2,646,895.73"
California,Butte,Renewable Biomass,55,"$6,655,929.59"
California,Butte,Solar,24,"$486,140.00"
California,Butte,Wind,1,"$147,897.00"
California,Calaveras,Energy Efficiency,2,"$1,003.14"
California,Calaveras,Renewable Biomass,3,"$195,795.00"
California,Colusa,Energy Efficiency,9,"$39,416.03"
California,Colusa,Renewable Biomass,6,"$432,887.00"
California,Colusa,Solar,3,"$108,682.00"
California,Contra Costa,Energy Efficiency,24,"$430,544.03"
California,Contra Costa,Renewable Biomass,1,$346.00
California,Del Norte,Energy Efficiency,3,"$11,052.16"
California,El Dorado,Renewable Biomass,2,"$57,302.00"
California,El Dorado,Solar,2,"$87,657.00"
California,Fresno,Anaerobic Digester,3,"$1,010,232.00"
California,Fresno,Energy Efficiency,676,"$17,355,758.34"
California,Fresno,Renewable Biomass,34,"$3,469,050.00"
California,Fresno,Solar,7,"$676,959.00"
California,Glenn,Energy Efficiency,34,"$76,663.48"
California,Glenn,Renewable Biomass,4,"$46,826.00"
California,Glenn,Solar,14,"$329,652.00"
California,Humboldt,Energy Efficiency,1,$33.00
California,Humboldt,Renewable Biomass,18,"$1,397,525.00"
California,Humboldt,Solar,4,"$54,019.00"
California,Imperial,Anaerobic Digester,1,"$88,111.00"
California,Imperial,Energy Efficiency,69,"$4,030,693.08"
California,Imperial,Renewable Biomass,2,"$3,409.83"
California,Imperial,Solar,3,"$55,011.00"
California,Kern,Anaerobic Digester,5,"$133,005.85"
California,Kern,Energy Efficiency,325,"$9,613,880.20"
California,Kern,Renewable Biomass,17,"$8,418,443.25"
California,Kern,Solar,5,"$185,532.00"
California,Kings,Anaerobic Digester,3,"$797,084.00"
California,Kings,Energy Efficiency,210,"$6,435,660.95"
California,Lake,Energy Efficiency,27,"$39,590.31"
California,Lake,Renewable Biomass,1,"$11,360.00"
California,Lassen,Energy Efficiency,38,"$70,270.82"
California,Lassen,Renewable Biomass,19,"$1,614,863.00"
California,Los Angeles,Energy Efficiency,10,"$7,180.81"
California,Los Angeles,Renewable Biomass,1,"$90,624.66"
California,Madera,Anaerobic Digester,1,"$342,000.00"
California,Madera,Energy Efficiency,257,"$7,075,805.80"
California,Madera,Renewable Biomass,3,"$414,596.00"
California,Marin,Anaerobic Digester,1,"$48,116.00"
California,Marin,Energy Efficiency,6,"$21,888.25"
California,Mariposa,Renewable Biomass,1,"$153,580.00"
California,Mendocino,Energy Efficiency,8,"$27,072.32"
California,Mendocino,Renewable Biomass,4,"$278,057.91"
California,Mendocino,Solar,4,"$160,374.00"
California,Merced,Anaerobic Digester,8,"$71,862.74"
California,Merced,Energy Efficiency,400,"$13,119,430.60"
California,Merced,Renewable Biomass,4,"$126,842.00"
California,Merced,Solar,9,"$230,149.00"
California,Modoc,Energy Efficiency,43,"$120,434.69"
California,Modoc,Renewable Biomass,2,"$374,835.00"
California,Mono,Energy Efficiency,1,"$5,756.67"
California,Mono,Renewable Biomass,1,"$250,000.00"
California,Mono,Solar,1,"$20,000.00"
California,Monterey,Energy Efficiency,27,"$480,656.19"
California,Napa,Energy Efficiency,9,"$27,444.62"
California,Napa,Renewable Biomass,1,"$27,836.00"
California,Nevada,Energy Efficiency,7,"$25,175.17"
